;Materiaal;Dikte;Nerf;Lengte;Breedte;Aantal platen;Referentie;Bemerking;Referentie nummer
407;HSP 26mm BxB;26;H;2800;360;1;740;;12827
408;MDF 23mm BxB;23;H;1280;330;1;662;;12830
409;MDF 23mm BxB;23;H;1230;630;1;662;;12831
410;MDF 23mm BxB;23;H;1500;650;1;662;;12832
411;HSP 23mm BxB;23;H;1160;630;1;730;;12835
412;HSP 08mm Melamine Grijs grafiet;8;A;2800;935;13;725;;1031
413;BRUT MDF 12MM;12;A;1985;530;1;130;;12860
414;HSP 08mm Melamine Grijs grafiet;8;A;2800;980;4;725;;1038
415;HSP 08mm Melamine Grijs grafiet;8;A;2800;850;6;725;;1039
416;HSP 08mm Melamine Grijs grafiet;8;A;2800;790;3;725;;1040
417;HSP 18mm Melamine Grijs grafiet;18;A;2370;1680;1;726;;1032
418;HSP 08mm Melamine Grijs grafiet;8;A;1400;935;1;725;;1041
419;HSP 22mm Melamine Grijs grafiet;22;A;1395;565;0;727;;12875
420;HSP 22mm Melamine Grijs grafiet;22;A;910;575;0;727;;12876
421;MDF Zwart 19mm KrakAwxB;19;H;565;800;1;670;;12892
422;MDF Zwart 19mm KrakAwxB;19;H;565;800;1;670;;12893
423;HSP 22mm Melamine Grijs grafiet;22;A;910;570;0;727;;12914
424;HSP 22mm Melamine Grijs grafiet;22;A;780;685;1;727;;12957
425;HSP 22mm Melamine Grijs grafiet;22;A;2795;675;1;727;;12959
426;HSP 39mm BxB;39;H;2795;2065;0;760;;760
427;HSP 22mm Melamine Grijs grafiet;22;A;2000;1320;1;727;;1033
428;Dummy 200mm;200;H;2800;2070;100;;;100184
429;HSP 22mm Melamine Grijs grafiet;22;A;750;570;1;727;;12962
430;HSP 22mm Melamine Grijs grafiet;22;A;1390;770;1;727;;12963
431;HSP 22mm Melamine Grijs grafiet;22;A;1400;750;1;727;;12964
432;MDF 5mm BxB;5;H;650;880;1;610;;12975
433;BRUT MDF 12MM;12;A;1500;2070;1;130;;1011
434;BRUT MDF 18MM;18;A;650;570;1;133;;12979
435;MDF 23mm BxB;23;H;2800;515;1;662;;13001
436;BRUT MDF 30MM;30;A;1525;540;1;140;;13003
437;BRUT MDF 30MM;30;A;2800;540;1;140;;13004
438;HSP 18mm Melamine Grijs grafiet;18;A;2410;379;1;726;;13014
439;HSP 25mm MELxMEL wit;25;A;2800;2070;13;731;Bulo;731
440;HSP 18mm MELxMEL wit;18;A;2800;2070;67;732;Bulo;732
441;dekplaat HSP 13mm;13;A;2800;2070;0;32;;32
442;MDF 5mm BxB;5;H;3050;1220;16;610;GP00031201;610
443;HSP 25mm MELxMEL wit;25;A;2070;1640;1;731;Bulo;1008
444;HSP 18mm MELxMEL wit;18;A;2800;1610;1;732;Bulo;1019
445;HSP 12mm MELxMEL wit;12;A;2800;2070;73;734;Bulo;734
446;HSP 18mm MELxMEL zwart;18;A;2800;2070;42;736;Bulo;736
447;HSP 25mm MELxMEL wit;25;A;2354;2070;2;731;Bulo;1030
448;Dekplaat HSP 15mm;15;A;2360;2070;1;25;;25
449;MULTI POP 15mm;15;A;2500;1130;1;251;;1037
450;HSP 28mm MELxMEL wit;28;A;2800;2070;1;735;;735
451;MULTI BERK 15mm;15;A;2500;810;1;252;GP00008287;1005
452;HSP 32mm MELxMEL wit;32;A;2800;2070;12;733;Bulo;733
453;HSP 12mm MELxMEL zwart;12;A;2800;2070;40;737;Bulo;737
454;HSP 25mm MELxMEL zwart;25;A;2800;2070;14;738;Bulo;738
455;HSP 28mm MELxMEL zwart;28;A;2800;2070;0;739;Bulo;739
456;HSP 32mm MELxMEL zwart;32;A;2800;2070;0;741;Bulo;741
457;HSP 28mm MELxMEL wit;28;A;2800;1220;1;735;Bulo;1001
458;HSP 25mm MELxMEL wit;25;A;2350;1130;1;731;Bulo;1043
459;MDF 41mm Gerookte EIK BULO;41;H;3050;1300;0;50;;50
460;MDF 21mm Gerookte EIK BULO;21;H;3050;1300;2;51;;51
461;HSP 23mm BxB;23;H;1100;700;1;730;;13117
462;HSP 23mm BxB;23;H;1100;700;1;730;;13118
463;MDF 19mm AFQMxB;19;H;710;1010;1;650;;13122
464;Dekplaat HSP 18mm;18;A;2800;2070;3;33;;33
465;Mdf zwart 19mm BXB japandi;19;H;1175;1200;1;401;;13154
466;Fenix 720 ZWART nero;18;A;3050;1220;4;1;Bulo;1
467;Fenix 750 GROEN verde;18;A;3050;1220;0;2;Bulo;2
468;Fenix 720 ZWART nero;18;A;2210;1220;1;1;Bulo;1049
469;Fenix 750 GROEN verde;18;A;3050;780;1;2;Bulo;1034
470;Dummy 31mm Groot;31;H;4100;1270;0;;;13164
471;FineerPlaat AFQMxB 19mm Int bloom;19;H;1835;415;1;692;GP00031266;13176
472;BRUT MDF 18MM;18;A;985;490;1;132;;13177
473;MULTI POP 15mm;15;A;2470;605;1;251;;13181
474;Fenix 751 ROOD rosso;18;A;3050;750;1;3;Bulo;1051
475;Fenix 754 BLAUW (blu fes);18;A;3050;785;1;7;;1052
476;BRUT MDF 18MM;18;A;2070;390;1;133;;13206
477;BRUT MDF 18MM;18;A;2070;390;1;133;;13208
478;HSP 23mm BxB;23;H;1950;525;1;730;;13212
479;HSP 23mm BxB;23;H;1030;570;1;730;;13234
480;BRUT MDF 22MM;22;A;2800;2070;4;146;;146
481;HSP 18mm MELxMEL zwart;18;A;2475;2070;1;736;Bulo;1054
482;Fenix 751 ROSSO jaipur;18;A;3050;1220;1;3;;3
483;Fenix 789 ROSSO namib;18;A;3050;1220;0;4;;4
484;Fenix 719 BEIGE luxor;18;A;3050;1220;0;5;;5
485;Fenix 754 BLAUW blu fes;18;A;3050;1220;0;7;;7
486;Dekplaat HSP 8MM;8;A;2800;2070;5;20;;20
487;plooimdf 10mm BULO;10;A;2800;1030;19;40;;40
488;HDF 3 ZwartxBrut;3;A;2800;890;1;151;GP00031167;1029
489;BRUT MDF 18MM;18;A;2070;1610;1;133;GP00031190;1047
490;BRUT MDF 3MM;3;A;2800;2070;0;100;;100
491;MDF 19mm AFQMxROOD;19;H;3050;1300;0;654;;654
492;HSP 18mm Melamine BULO Lorenzo Walnut 0H251 W06;18;H;2800;2070;1;800;;800
493;MDF 12mm Melamine BULO Lorenzo Walnut 0H251 W06;12;H;2800;2070;0;801;;801
494;MDF Zwart 19mm KrakAwxB;19;H;555;795;1;670;;13274
495;MDF Zwart 19mm KrakAwxB;19;H;555;795;1;670;;13275
496;MDF Zwart 19mm KrakAwxB;19;H;555;795;1;670;;13276
497;MDF Zwart 19mm KrakAwxB;19;H;555;795;1;670;;13277
498;MDF Zwart 19mm KrakAwxB;19;H;555;795;1;670;;13278
499;MDF Zwart 19mm KrakAwxB;19;H;1090;795;1;670;;13280
500;MDF Zwart 19mm KrakAwxB;19;H;820;795;1;670;;13285
501;MDF Zwart 19mm KrakAwxB;19;H;820;795;1;670;;13286
502;MDF Zwart 19mm KrakAwxB;19;H;820;795;1;670;;13287
503;MDF Zwart 19mm KrakAwxB;19;H;820;795;1;670;;13288
504;MDF Zwart 19mm KrakAwxB;19;H;820;795;1;670;;13290
505;MDF Zwart 19mm KrakAwxB;19;H;820;795;1;670;;13291
506;MDF 19mm AFQMxB;19;H;1200;450;1;650;;13293
507;MDF 12mm Melamine BULO Lorenzo Walnut 0H251 W06;12;H;2800;570;1;801;;13294
508;HSP 18mm Melamine BULO Lorenzo Walnut 0H251 W06;18;H;790;2070;1;800;;13295
509;HSP 18mm Melamine BULO Lorenzo Walnut 0H251 W06;18;H;575;2070;1;800;;13296
510;MDF 31mm NOOTxNOOT;31;H;1140;550;1;669;Reststrook  GP00030996;13297
511;MDF 19mm EikAwerenxB;19;H;745;630;1;640;;13306
512;MDF 19mm AFQMxB;19;H;830;540;1;650;;13309
513;HSP 26mm BxB;26;H;2800;490;1;740;;13310
514;MDF 19mm EikAwerenxB;19;H;735;2065;1;640;;13328
515;HSP 23mm BxB;23;H;1500;650;1;730;;13330
516;HSP 23mm BxB;23;H;1500;650;1;730;;13331
517;MDF Zwart 19mm BxB Japandi;19;H;1315;830;1;645;;13335
518;MDF 5mm BxB;5;H;760;1220;1;610;;13339
519;BRUT MDF 22MM;22;A;2800;365;1;147;;13340
520;HSP 19mm BxB rondom latten;19;H;2200;1000;0;810;;810
521;HSP 19mm BxB rondom latten;19;H;1800;1000;0;811;;811
522;HSP 19mm BxB rondom latten;19;A;2000;1000;26;812;;812
523;BRUT MDF 18MM;18;A;2070;495;1;133;;13351
524;Lucca ESSEN;18;A;3050;1300;0;6;;6
525;MDF Zwart 19mm KrakAwxB;19;H;2800;830;6;670;GP00031233;673
526;Lucca ESSEN;18;A;2535;1300;1;6;;1028
527;HSP 12mm MELxMEL wit;12;A;2800;1150;1;734;Bulo;1042
528;MDF 19mm EikAwerenxB;19;H;1200;630;1;640;;13353
529;MDF 19mm EikAwerenxB;19;H;1560;305;1;640;;13354
530;Bodem 2800x2070;8;A;2800;2070;21;11;;11
531;HSP 25mm MELxMEL zwart;25;A;2800;1200;2;738;Bulo;1048
532;HSP 25mm MELxMEL wit;25;A;2385;2070;1;731;Bulo;1056
533;MDF 31mm BxB;31;H;1630;1160;1;667;Reststrook GP00031235;13166
534;MDF 13mm AFQMxB;13;H;1130;2070;1;620;;13263
535;MDF 31mm AFQMxB;31;H;765;850;1;665;GP00031236;13370
536;MDF 23mm BxB;23;H;880;2060;1;662;;13371
537;MDF 31mm AFQMxB;31;H;870;1105;1;665;GP00031236;13372
538;MDF 13mm AWxB;13;H;1735;1215;1;623;;13388
539;BRUT MDF 28MM;28;A;2800;2070;8;142;;142
540;BRUT MDF 18MM;18;A;2070;1470;1;132;;1009
541;MDF 19mm EikAwerenxB;19;H;1250;685;1;640;;13391
542;MDF 19mm AFQMxB;19;H;1080;375;1;650;Reststrook GP00031232;13205
543;MDF 23mm BxB;23;H;2800;435;1;662;;13395
544;Dekplaat HSP 8mm;8;A;3050;1300;1;34;;34
545;BRUT MDF 3MM;3;A;1060;565;1;100;;13406
546;MDF 31mm AFQMxB;31;H;770;1180;1;665;GP00031236;13407
547;MDF 13mm AFQMxB;13;H;945;865;1;620;;13418
548;BRUT MDF 12MM;12;A;1465;1015;1;130;;13419
549;MDF 19mm AFQMxB;19;H;465;2070;1;650;Reststrook GP00031232;13421
550;HSP 12mm MELxMEL zwart;12;A;2130;2070;1;737;Bulo;1022
551;HSP 18mm MELxMEL zwart;18;A;2800;1615;1;736;Bulo;1027
552;HSP 28mm MELxMEL wit;28;A;2365;2070;3;735;;1036
553;HSP 25mm MELxMEL zwart;25;A;2360;2070;1;738;Bulo;1045
554;HSP 12mm MELxMEL zwart;12;A;2800;1190;1;737;Bulo;1058
555;HSP 28mm MELxMEL wit;28;A;2800;1635;3;735;;1059
556;BRUT MDF 25MM ZWART;25;A;2070;1280;1;135;;1060
557;BRUT MDF 22MM;22;A;2600;490;1;147;;13440
558;MDF Zwart 19mm KrakAwxB;19;H;570;830;1;670;;13444
559;MDF 23mm BxB;23;H;1310;415;1;662;;13448
560;MDF 23mm BxB;23;H;2800;465;1;662;;13449
561;HSP 12mm MELxMEL wit;12;A;2070;1710;2;734;Bulo;1061
562;HSP 25mm MELxMEL wit;25;A;2800;810;2;731;Bulo;1062
563;HSP 18mm AxA BULO;18;H;2035;314;1;714;;13451
564;BRUT MDF 28MM;28;A;1295;1265;1;142;;13454
565;Dummy 65mm;65;H;2800;2070;100;;;100187
566;HSP 32mm MELxMEL wit;32;A;2585;1220;1;733;Bulo;1053
567;HDF 3 ZwartxBrut;3;A;2035;685;1;151;GP00031167;13464
568;HSP 18mm MELxMEL wit;18;A;2800;1050;1;732;Bulo;1068
569;MDF 23mm BxB;23;H;670;915;1;662;;13476
570;MDF Zwart 19mm KrakAwxB;19;H;1140;795;1;670;Reststrook GP00031233;13491
571;MDF 19mm EikAwerenxB;19;H;850;630;1;640;;13501
572;MDF 19mm EikAwerenxB;19;H;850;450;1;640;;13502
573;BRUT MDF 6MM;6;A;2440;660;1;120;standaardplaat;1017
574;HSP 19mm BxB;19;H;565;585;1;720;;13509
575;HSP 25mm MELxMEL wit;25;A;2070;1970;1;731;Bulo;1063
576;HSP 12mm MELxMEL zwart;12;A;2800;1065;1;737;Bulo;1067
577;HSP 12mm MELxMEL wit;12;A;2070;1575;1;734;Bulo;1069
578;MDF 19mm AFQMxB;19;H;750;500;1;650;Reststrook GP00031232;13514
579;HSP 18mm MELxMEL zwart;18;A;2800;1510;1;736;Bulo;1070
580;HSP 25mm MELxMEL zwart;25;A;2800;1620;1;738;Bulo;1071
581;BRUT MDF 9MM GROEN;9;A;1470;695;1;122;;13519
582;BRUT MDF 18MM;18;A;2480;460;1;133;;13532
583;HSP 12mm MELxMEL zwart;12;A;1465;630;1;737;Bulo;13536
584;HSP 16mm melamine lichtgrijs;16;A;2650;2100;19;742;;742
585;HSP 12mm MELxMEL wit;12;A;970;655;1;734;Bulo;13542
586;MDF 13mm AWxB;13;H;2440;450;1;623;;13544
587;MDF 13mm AWxB;13;H;1605;1215;1;623;;13546
588;MDF 5mm BxB;5;H;1110;1220;1;610;;13547
589;HSP 23mm BxB;23;H;800;700;1;730;;13553
590;HSP 18mm MELxMEL wit;18;A;950;615;1;732;Bulo;13554
591;HSP 12mm MELxMEL wit;12;A;1290;620;1;734;Bulo;13555
592;HSP 28mm MELxMEL wit;28;A;2230;1635;1;735;;1055
593;HSP 28mm MELxMEL wit;28;A;1810;1210;1;735;;1066
594;MULTI BERK 15mm;15;A;2170;750;1;252;GP00008287;1073
595;BRUT MDF 22MM;22;A;2600;620;22;146;;147
596;MULTI BERK 15mm;15;A;1890;1170;1;252;GP00008287;1074
597;MDF 19mm EikAwerenxB;19;H;780;620;1;640;Reststrook GP00031231;13556
598;MULTI BERK 15mm;15;A;2510;645;1;252;GP00008287;13564
599;BRUT MDF 3MM;3;A;1215;940;1;100;;13572
600;BRUT MDF 12MM;12;A;890;540;1;130;;13577
601;MULTI BERK 15mm;15;A;590;500;1;252;GP00008287;13579
602;HDF 4 zwart;4;A;1970;550;1;150;;13581
603;HDF 3 ZwartxBrut;3;A;2480;645;1;151;GP00031167;13582
604;MDF 23mm BxB;23;H;1360;305;1;662;Reststrook GP00031253;13583
605;MDF 23mm BxB;23;H;1420;625;1;662;;13584
606;HSP 18mm Melamine Alu-Grijs;18;H;2025;1870;1;729;;1046
607;HSP 25mm MELxMEL zwart;25;A;2490;1200;1;738;Bulo;1018
608;HSP 18mm Melamine Alu-Grijs;18;H;1050;565;1;729;;13595
609;MDF 13mm AFQMxB;13;H;500;2065;1;620;GP00031211;13601
610;MDF 13mm BxB;13;H;2800;405;1;621;Reststrook GP00031210;13604
611;HSP 18mm MELxMEL wit;18;A;1635;985;1;732;Bulo;13609
612;HSP 18mm MELxMEL zwart;18;A;1205;530;1;736;Bulo;13612
613;HSP 12mm MELxMEL wit;12;A;1560;550;1;734;Bulo;13619
614;HSP 12mm MELxMEL wit;12;A;1480;790;1;734;Bulo;13620
615;HSP 12mm MELxMEL wit;12;A;1320;880;1;734;Bulo;13621
616;HSP 12mm MELxMEL wit;12;A;1480;1330;1;734;Bulo;13622
617;MDF 13mm BxB;13;H;460;1330;1;621;Reststrook GP00031210;13629
618;MDF 13mm AFQMxB;13;H;1665;715;1;620;;13630
619;Fenix 029 WIT;18;A;3050;1220;1;13;;13
620;MDF 31mm NOOTxNOOT;31;H;1385;400;1;669;Reststrook  GP00030996;13631
621;MDF 31mm NOOTxNOOT;31;H;1390;625;1;669;Reststrook  GP00030996;13632
622;MDF 19mm EikAwerenxB;19;H;810;560;1;640;;13637
623;MDF 23mm BxB;23;H;2810;595;1;662;;13640
624;MDF 31mm AFQMxB;31;H;1605;345;1;665;Reststrook GP00031236;13643
625;BRUT MDF 3MM;3;A;2800;605;1;100;;13653
626;MDF 31mm BxB;31;H;2790;305;1;667;Reststrook GP00031235;13654
627;HSP 16mm melamine lichtgrijs;16;A;2650;1640;1;742;;1025
628;MDF 31mm BxB;31;H;800;650;1;667;;13321
629;MDF 31mm BxB;31;H;800;650;1;667;;13322
630;MDF 31mm BxB;31;H;1000;700;1;667;;13551
631;MDF 31mm BxB;31;H;2790;485;1;667;Reststrook GP00031235;13573
632;MDF 31mm BxB;31;H;1575;625;1;667;Reststrook GP00031235;13602
633;HSP 23mm BxB;23;H;2790;340;1;730;GP00031250;13656
634;HSP 23mm BxB;23;H;985;2060;1;730;;13657
635;BRUT MDF 3MM;3;A;1220;925;1;100;;13664
636;MDF 23mm BxB;23;H;1020;2070;1;662;;13666
637;MDF 19mm AFQMxB;19;H;2795;250;1;650;Reststrook GP00031232;13670
638;MDF 31mm NOOTxNOOT;31;H;3050;875;1;669;Reststrook  GP00030996;13672
639;HSP 23mm BxB;23;A;2795;440;1;730;GP00031250;13673
640;MDF Zwart 19mm NOOTxNOOT;19;H;3050;815;1;675;GP00031192;13675
641;MDF 23mm BxB;23;H;2410;630;1;662;GP00031253;13681
642;Massief Grenen 20;20;H;2500;45;100;;Profiel aanvullat 45x20gr;100188
643;HSP 18mm AxA BULO;18;H;700;395;1;714;;13684
644;HSP 18mm AxA BULO;18;H;2800;560;1;714;;13685
645;HSP 18mm AxA BULO;18;H;830;695;1;714;;13686
646;BRUT MDF 25MM;25;A;2800;2070;3;137;;137
647;HSP 32mm MELxMEL wit;32;A;2800;1630;1;733;Bulo;1004
648;BRUT MDF 30MM;30;A;2310;710;1;140;GB00031307;1010
649;HSP 12mm MELxMEL wit;12;A;2800;1575;1;734;Bulo;1013
650;BRUT MDF 22MM;22;A;2070;1585;1;146;;1023
651;HSP 18mm MELxMEL wit;18;A;2345;2070;1;732;Bulo;1026
652;HSP 18mm MELxMEL zwart;18;A;2800;890;1;736;Bulo;1035
653;BRUT MDF 3MM;3;A;1635;1200;1;100;;13687
654;BRUT MDF 3MM;3;A;3050;985;1;100;;1044
655;MDF 13mm AFQMxB;13;H;1520;740;1;620;GP00031211;13689
656;MDF 7mm AFQMxB;7;H;1515;1310;1;490;;13690
657;MDF 7mm AFQMxB;7;H;1515;1310;1;490;;13691
658;MDF 13mm BxB;13;H;2800;350;1;621;Reststrook GP00031210;13692
659;MDF 13mm AFQMxB;13;H;2800;540;1;620;Reststrook GP00031211;13693
660;HSP 23mm BxB;23;H;2800;370;1;730;;13696
661;MDF 13mm AFQMxB;13;H;2150;630;1;620;Reststrook GP00031211;13698
662;MDF 19mm AFQMxB;19;H;1000;500;1;650;Reststrook GP00031232;13699
663;MDF 19mm AFQMxB;19;H;1000;500;1;650;Reststrook GP00031232;13700
664;FineerPlaat AFQMxB 19mm Int bloom;19;H;650;469;1;692;GP00031265;13702
665;BRUT MDF 12MM ZWART;12;A;1220;940;1;125;GP00031312;13704
666;MDF 5mm BxB;5;H;1000;800;1;610;Reststrook GP00031201;13707
667;MDF 31mm BxB;31;H;2800;580;1;667;Reststrook GP00031235;13708
668;MDF 5mm BxB;5;H;780;870;1;610;;13710
669;MDF 5mm BxB;5;H;780;880;1;610;Reststrook GP00031201;13711
670;MDF 5mm BxB;5;H;780;880;1;610;Reststrook GP00031201;13712
671;MDF 31mm BxB;31;H;950;2070;1;667;Reststrook GP00031235;13715
672;BRUT MDF 22MM;22;A;2800;1850;1;146;;1012
673;MDF 19mm EikAwerenxB;19;H;760;1330;1;640;;13717
674;MDF 5mm BxB;5;H;810;1220;1;610;;13718
675;MDF 5mm BxB;5;H;800;1220;1;610;;13719
676;MDF 19mm AFQMxB;19;H;1130;530;1;650;Reststrook GP00031232;13720
677;MDF 13mm BxB;13;H;1550;630;1;621;Reststrook GP00031210;13721
678;HSP 23mm BxB;23;H;490;2060;1;730;;13722
679;HSP 23mm BxB;23;H;490;2060;1;730;;13723
680;MDF 31mm BxB;31;H;870;630;1;667;Reststrook GP00031235;13725
681;MDF 13mm BxB;13;H;1530;400;1;621;Reststrook GP00031210;13726
682;BRUT MDF 25MM;25;A;1240;590;1;137;;13728
683;BRUT MDF 25MM;25;A;1240;590;1;137;;13729
684;MDF 31mm BxB;31;H;2800;420;1;667;Reststrook GP00031235;13731
685;MDF 13mm BxB;13;H;670;490;1;621;Reststrook GP00031210;13732
686;MDF 13mm BxB;13;H;1480;450;1;621;Reststrook GP00031210;13733
687;BRUT MDF 22MM;22;A;2070;590;1;146;;13736
688;BRUT MDF 30MM;30;A;1180;530;1;140;;13737
689;FineerPlaat AFQMxB 23mm A Intense;23;H;1810;469;1;691;;13738
690;MDF 31mm BxB;31;H;760;620;1;667;Reststrook GP00031235;13739
691;MDF 19mm EikAwerenxB;19;H;900;700;1;640;Reststrook GP00031231;13740
692;MDF 13mm AFQMxB;13;H;1665;630;1;620;Reststrook GP00031211;13741
693;MDF 13mm AFQMxB;13;H;430;1420;1;620;Reststrook GP00031211;13742
694;HSP 28mm MELxMEL wit;28;A;2800;780;1;735;;1014
695;HSP 12mm MELxMEL wit;12;A;1880;2070;1;734;Bulo;1020
696;HSP 18mm MELxMEL wit;18;A;2800;1170;1;732;Bulo;1064
697;HSP 25mm MELxMEL wit;25;A;2070;1130;1;731;Bulo;1065
698;plooimdf 10mm BULO;10;A;2800;800;1;40;;1072
699;HSP 18mm MELxMEL wit;18;A;2070;1685;1;732;Bulo;1075
700;HSP 12mm MELxMEL wit;12;A;895;970;1;734;Bulo;13744
701;HSP 12mm MELxMEL wit;12;A;2070;530;1;734;Bulo;13745
702;MDF 31mm AFQMxB;31;H;1170;0;1;665;Reststrook GP00031236;13641
703;MDF 19mm AFQMxB;19;H;580;1050;1;650;Reststrook GP00031232;13746
704;MDF 19mm AFQMxB;19;H;1225;475;1;650;Reststrook GP00031232;13747
705;BRUT MDF 6MM;6;A;2440;1150;1;120;standaardplaat;1076
706;MDF 19mm AFQMxB;19;H;1550;665;1;650;Reststrook GP00031232;13748
707;MDF 19mm AFQMxB;19;H;750;550;1;650;Reststrook GP00031232;13749
708;MDF 19mm AFQMxB;19;H;1550;625;1;650;Reststrook GP00031232;13750
709;MULTI BERK 24mm;24;H;2500;545;1;253;GP00008264;13751
